iter "mejor iteracion actual" "mejor encontrado"
0 410 439
1 404 439
2 403 443
3 405 443
4 398 443
5 402 443
6 405 443
7 421 443
8 403 443
9 405 443
10 398 443
11 412 443
12 412 443
13 403 443
14 406 443
15 416 443
16 406 443
17 409 443
18 408 443
19 413 443
20 413 443
21 405 443
22 421 443
23 412 443
24 395 443
25 418 443
26 408 443
27 400 443
28 414 443
29 417 443
30 416 443
31 405 443
32 394 443
33 402 443
34 424 443
35 402 443
36 405 443
37 409 443
38 406 443
39 412 443
40 415 443
41 415 446
42 401 446
43 411 446
44 403 446
45 402 446
46 416 446
47 413 446
48 403 446
49 398 446
50 401 446
51 407 446
52 423 446
53 409 446
54 404 446
55 407 446
56 404 446
57 409 446
58 410 446
59 406 446
60 407 446
61 410 446
62 416 446
63 411 446
64 408 446
65 415 446
66 415 446
67 414 446
68 405 446
69 415 446
70 407 446
71 409 446
72 409 446
73 418 446
74 409 446
75 396 446
76 402 446
77 403 446
78 411 446
79 398 446
80 407 446
81 407 446
82 408 446
83 404 446
84 417 446
85 399 446
86 409 446
87 409 446
88 405 446
89 412 446
90 419 446
91 408 446
92 409 446
93 406 446
94 409 446
95 424 446
96 411 446
97 401 446
98 392 446
99 408 446
100 408 446
101 418 446
102 410 446
103 405 446
104 410 446
105 402 446
106 400 446
107 407 446
108 398 446
109 412 446
110 409 446
111 413 446
112 409 446
113 413 446
114 419 446
115 409 446
116 402 446
117 394 446
118 408 446
119 403 446
120 418 446
121 402 446
122 409 446
123 413 446
124 409 446
125 404 446
126 411 446
127 407 446
128 408 446
129 402 446
130 405 446
131 400 446
132 409 446
133 409 446
134 402 446
135 421 446
136 409 446
137 413 446
138 408 446
139 404 446
140 413 446
141 421 446
142 397 446
143 407 446
144 397 446
145 413 446
146 403 446
147 402 446
148 412 446
149 403 446
150 398 446
151 414 446
152 404 446
153 414 446
154 413 446
155 415 446
156 412 446
157 414 446
158 403 446
159 405 446
160 407 446
161 404 446
162 400 446
