iter "mejor iteracion actual" "mejor encontrado"
0 155 155
1 151 155
2 153 155
3 155 155
4 153 155
5 155 155
6 155 155
7 153 155
8 153 155
9 155 155
10 153 155
11 151 155
12 155 155
13 155 155
14 153 155
15 153 155
16 155 155
17 153 155
18 153 155
19 155 155
20 155 155
21 155 155
22 155 155
23 155 155
24 155 155
25 151 155
26 155 155
27 155 155
28 153 155
29 153 155
30 151 155
31 153 155
32 153 155
33 153 155
34 157 157
35 155 157
36 155 157
37 153 157
38 153 157
39 153 157
40 155 157
41 153 157
42 155 157
43 155 157
44 155 157
45 155 157
46 155 157
47 155 157
48 155 157
49 157 157
50 153 157
51 153 157
52 153 157
53 153 157
54 151 157
55 159 159
56 155 159
57 155 159
58 155 159
59 151 159
60 153 159
61 153 159
62 155 159
63 157 159
64 157 159
65 157 159
66 153 159
67 151 159
68 157 159
69 151 159
70 155 159
71 159 159
72 155 159
73 153 159
74 155 159
75 153 159
76 153 159
77 153 159
78 157 159
79 149 159
80 157 159
81 155 159
82 155 159
83 155 159
84 153 159
85 155 159
86 155 159
87 153 159
88 151 159
89 155 159
90 151 159
91 155 159
92 153 159
93 153 159
94 155 159
95 153 159
96 153 159
97 151 159
98 155 159
99 157 159
100 153 159
101 155 159
102 153 159
103 153 159
104 153 159
105 153 159
106 155 159
107 153 159
108 153 159
109 157 159
110 155 159
111 153 159
112 155 159
113 151 159
114 159 159
115 153 159
116 157 159
117 157 159
118 155 159
119 155 159
120 151 159
121 153 159
122 155 159
123 153 159
124 153 159
125 151 159
126 153 159
127 151 159
128 153 159
129 155 159
130 155 159
131 153 159
132 151 159
133 151 159
134 153 159
135 155 159
136 155 159
137 157 159
138 157 159
139 157 159
140 155 159
141 157 159
142 153 159
143 153 159
144 151 159
145 155 159
146 151 159
147 155 159
148 155 159
149 153 159
150 153 159
151 153 159
152 157 159
153 151 159
154 155 159
155 155 159
156 153 159
157 155 159
158 155 159
159 153 159
160 155 159
161 157 159
162 155 159
163 149 159
164 151 159
165 153 159
166 155 159
167 153 159
168 157 159
169 153 159
170 151 159
171 157 159
172 155 159
173 153 159
174 153 159
175 157 159
176 153 159
177 157 159
178 157 159
179 153 159
180 153 159
181 155 159
182 153 159
183 155 159
184 153 159
185 155 159
186 153 159
187 155 159
188 155 159
189 155 159
190 155 159
191 157 159
192 153 159
193 153 159
194 153 159
195 153 159
196 151 159
197 159 159
198 155 159
199 155 159
200 153 159
201 157 159
202 155 159
203 155 159
204 155 159
205 157 159
206 155 159
207 155 159
208 155 159
209 153 159
210 155 159
211 153 159
212 155 159
213 155 159
214 153 159
215 155 159
216 155 159
217 153 159
218 155 159
219 153 159
220 155 159
221 157 159
222 153 159
223 155 159
224 153 159
225 155 159
226 153 159
227 153 159
228 151 159
229 155 159
230 153 159
231 153 159
232 153 159
233 155 159
234 153 159
235 155 159
236 153 159
237 157 159
238 155 159
239 153 159
240 155 159
241 153 159
242 157 159
243 155 159
244 151 159
245 153 159
246 153 159
247 153 159
248 155 159
249 153 159
250 157 159
251 153 159
252 151 159
253 153 159
254 155 159
255 157 159
256 153 159
257 155 159
258 155 159
259 153 159
260 155 159
261 155 159
262 155 159
263 155 159
264 157 159
265 155 159
266 155 159
267 155 159
268 155 159
269 157 159
270 155 159
271 153 159
272 151 159
273 157 159
274 153 159
275 157 159
276 157 159
277 155 159
278 157 159
279 155 159
280 151 159
281 153 159
282 155 159
283 157 159
284 155 159
285 153 159
286 155 159
287 155 159
288 155 159
289 153 159
290 155 159
291 155 159
292 153 159
293 155 159
294 155 159
295 153 159
296 153 159
297 155 159
298 153 159
299 153 159
300 155 159
301 155 159
302 153 159
303 155 159
304 159 159
305 155 159
306 153 159
307 155 159
308 153 159
309 153 159
310 153 159
311 151 159
312 153 159
313 153 159
314 153 159
315 153 159
316 153 159
317 155 159
318 155 159
319 157 159
320 155 159
321 155 159
322 157 159
323 151 159
324 153 159
325 151 159
326 153 159
327 155 159
328 157 159
329 153 159
330 153 159
331 153 159
332 155 159
333 155 159
334 153 159
335 159 159
336 155 159
337 155 159
338 153 159
339 157 159
340 155 159
341 153 159
342 153 159
343 157 159
344 155 159
345 155 159
346 155 159
347 155 159
348 157 159
349 155 159
350 159 159
351 153 159
352 155 159
353 155 159
354 153 159
355 155 159
356 153 159
357 151 159
358 155 159
359 155 159
360 155 159
361 157 159
362 155 159
363 157 159
364 153 159
365 153 159
366 157 159
367 155 159
368 155 159
369 155 159
370 157 159
371 157 159
372 155 159
373 155 159
374 149 159
375 157 159
376 153 159
377 155 159
378 155 159
379 155 159
380 155 159
381 155 159
382 157 159
383 153 159
384 155 159
385 155 159
386 155 159
387 153 159
388 153 159
389 155 159
390 155 159
391 157 159
392 155 159
393 151 159
394 153 159
395 151 159
396 155 159
397 155 159
398 153 159
399 155 159
400 153 159
401 151 159
402 157 159
403 155 159
404 157 159
405 157 159
406 153 159
407 155 159
408 151 159
409 157 159
410 153 159
411 155 159
412 153 159
413 153 159
414 157 159
415 155 159
416 155 159
417 155 159
418 157 159
419 157 159
420 153 159
421 155 159
422 155 159
423 155 159
424 155 159
425 151 159
426 151 159
427 155 159
428 155 159
429 153 159
430 153 159
431 155 159
432 153 159
433 155 159
434 153 159
435 153 159
436 151 159
437 155 159
438 155 159
439 153 159
440 153 159
441 155 159
442 151 159
443 155 159
444 151 159
445 153 159
446 153 159
447 155 159
448 153 159
449 155 159
450 157 159
451 149 159
452 155 159
453 153 159
454 153 159
455 155 159
456 157 159
457 155 159
458 155 159
459 155 159
460 155 159
461 151 159
462 155 159
463 153 159
464 155 159
465 151 159
466 155 159
467 155 159
468 157 159
469 151 159
470 157 159
471 155 159
472 151 159
473 153 159
474 153 159
475 153 159
476 155 159
477 155 159
478 155 159
479 155 159
480 153 159
481 157 159
482 157 159
483 157 159
484 157 159
485 153 159
486 157 159
487 155 159
488 155 159
489 151 159
490 155 159
491 155 159
492 155 159
493 157 159
494 153 159
495 153 159
496 153 159
497 153 159
498 151 159
499 153 159
500 155 159
501 151 159
502 155 159
503 155 159
504 155 159
505 153 159
506 153 159
507 153 159
508 153 159
509 153 159
510 151 159
511 153 159
512 155 159
513 153 159
514 155 159
515 155 159
516 155 159
517 155 159
518 153 159
519 157 159
520 149 159
521 157 159
522 155 159
523 155 159
524 153 159
525 155 159
526 159 159
527 153 159
528 153 159
529 155 159
530 153 159
531 157 159
532 155 159
533 155 159
534 153 159
535 155 159
536 155 159
537 157 159
538 155 159
539 155 159
540 159 159
541 151 159
542 153 159
543 153 159
544 155 159
545 157 159
546 157 159
547 153 159
548 153 159
549 153 159
550 153 159
551 155 159
552 153 159
553 157 159
554 157 159
555 151 159
556 153 159
557 153 159
558 155 159
559 153 159
560 151 159
561 155 159
562 155 159
563 155 159
564 155 159
565 153 159
566 155 159
567 153 159
568 153 159
569 155 159
570 157 159
571 155 159
572 157 159
573 153 159
574 153 159
575 153 159
576 157 159
577 157 159
578 153 159
579 155 159
580 153 159
581 157 159
582 151 159
583 151 159
584 153 159
585 151 159
586 155 159
587 151 159
588 157 159
589 153 159
590 155 159
591 153 159
592 155 159
593 157 159
594 155 159
595 153 159
596 157 159
597 155 159
598 153 159
599 153 159
600 157 159
601 155 159
602 155 159
603 157 159
604 155 159
605 153 159
606 155 159
607 153 159
608 153 159
609 151 159
610 157 159
611 157 159
612 155 159
613 151 159
614 157 159
615 153 159
616 153 159
617 155 159
618 153 159
619 153 159
620 155 159
621 155 159
622 155 159
623 151 159
624 155 159
625 155 159
626 153 159
627 151 159
628 153 159
629 155 159
630 151 159
631 155 159
632 153 159
633 153 159
634 155 159
635 155 159
636 155 159
637 153 159
638 153 159
639 157 159
640 155 159
641 155 159
642 155 159
643 155 159
644 155 159
645 153 159
646 153 159
647 153 159
648 155 159
649 151 159
650 153 159
651 155 159
652 157 159
653 153 159
654 153 159
655 155 159
656 159 159
657 155 159
658 155 159
659 147 159
660 157 159
661 155 159
662 151 159
