iter "mejor iteracion actual" "mejor encontrado"
0 356 356
1 356 356
2 356 356
3 356 356
4 356 356
5 356 356
6 356 356
7 356 356
8 356 356
9 365 365
10 365 365
11 365 365
12 365 365
13 365 365
14 365 365
15 365 365
16 365 365
17 365 365
18 367 367
19 367 367
20 367 367
21 367 367
22 367 367
23 367 367
24 367 367
25 367 367
26 367 367
27 367 367
28 367 367
29 367 367
30 367 367
31 367 367
32 367 367
33 367 367
34 367 367
35 367 367
36 367 367
37 367 367
38 367 367
39 367 367
40 367 367
41 367 367
42 367 367
43 367 367
44 367 367
45 367 367
46 367 367
47 367 367
48 367 367
49 367 367
50 367 367
51 367 367
52 367 367
53 367 367
54 367 367
55 367 367
56 367 367
57 368 368
58 371 371
59 371 371
60 371 371
61 371 371
62 371 371
63 371 371
64 371 371
65 371 371
66 371 371
67 371 371
68 371 371
69 371 371
70 371 371
71 371 371
72 371 371
73 371 371
74 371 371
75 371 371
76 371 371
77 371 371
78 371 371
79 371 371
80 371 371
81 371 371
82 371 371
83 371 371
84 371 371
85 371 371
86 371 371
87 371 371
88 371 371
89 371 371
90 371 371
91 371 371
92 371 371
93 371 371
94 371 371
95 371 371
96 371 371
97 371 371
98 371 371
99 371 371
100 371 371
101 371 371
102 371 371
103 371 371
104 371 371
105 371 371
106 371 371
107 371 371
108 371 371
109 371 371
110 371 371
111 371 371
112 371 371
113 371 371
114 371 371
115 371 371
116 371 371
117 371 371
118 371 371
119 371 371
120 371 371
121 371 371
122 371 371
123 371 371
124 371 371
125 371 371
126 371 371
127 371 371
128 371 371
129 371 371
130 371 371
131 371 371
132 371 371
133 371 371
134 371 371
135 371 371
136 371 371
137 371 371
138 371 371
139 371 371
140 371 371
141 371 371
142 371 371
143 371 371
144 371 371
145 371 371
146 371 371
147 371 371
148 371 371
149 371 371
150 371 371
151 371 371
152 371 371
153 371 371
154 371 371
155 371 371
156 371 371
157 371 371
158 371 371
159 371 371
160 371 371
161 371 371
162 371 371
163 371 371
164 371 371
165 371 371
166 371 371
167 371 371
168 371 371
169 371 371
170 371 371
