iter "mejor iteracion actual" "mejor encontrado"
0 295 295
1 294 295
2 294 295
3 295 295
4 296 296
5 296 296
6 293 296
7 293 296
8 293 296
9 294 296
10 293 296
11 294 296
12 298 298
13 293 298
14 296 298
15 294 298
16 292 298
17 295 298
18 294 298
19 296 298
20 295 298
21 292 298
22 295 298
23 292 298
24 294 298
25 294 298
26 295 298
27 296 298
28 295 298
29 298 298
30 294 298
31 296 298
32 295 298
33 295 298
34 296 298
35 293 298
36 294 298
37 295 298
38 294 298
39 294 298
40 293 298
41 293 298
42 297 298
43 295 298
44 291 298
45 294 298
46 296 298
47 296 298
48 295 298
49 295 298
50 295 298
51 295 298
52 291 298
53 294 298
54 291 298
55 297 298
56 294 298
57 297 298
58 295 298
59 292 298
60 295 298
61 296 298
62 293 298
63 298 298
64 291 298
65 295 298
66 292 298
67 296 298
68 295 298
69 294 298
70 294 298
71 297 298
72 296 298
73 296 298
74 294 298
75 293 298
76 297 298
77 293 298
78 293 298
79 295 298
80 292 298
81 294 298
82 296 298
83 293 298
84 296 298
85 294 298
86 295 298
87 295 298
88 293 298
89 296 298
90 297 298
91 299 299
92 293 299
93 293 299
94 297 299
95 295 299
96 296 299
97 292 299
98 294 299
99 291 299
100 296 299
101 294 299
102 295 299
103 290 299
104 292 299
105 294 299
106 289 299
107 292 299
108 292 299
109 295 299
110 293 299
111 296 299
112 295 299
113 295 299
114 296 299
115 295 299
116 290 299
117 295 299
118 296 299
119 296 299
120 293 299
121 295 299
122 296 299
123 293 299
124 294 299
125 295 299
126 297 299
127 296 299
128 292 299
129 295 299
130 295 299
131 294 299
132 295 299
133 294 299
134 295 299
135 294 299
136 298 299
137 294 299
138 297 299
139 293 299
140 296 299
141 292 299
142 292 299
143 293 299
144 297 299
145 293 299
146 292 299
147 296 299
148 292 299
149 294 299
150 294 299
151 296 299
152 295 299
153 295 299
154 294 299
155 291 299
156 293 299
157 295 299
158 293 299
159 292 299
160 291 299
161 293 299
162 295 299
163 296 299
164 294 299
165 294 299
166 294 299
167 296 299
168 295 299
169 292 299
170 295 299
171 295 299
172 293 299
173 295 299
174 296 299
175 296 299
176 293 299
177 294 299
178 293 299
179 294 299
180 295 299
181 293 299
182 293 299
183 296 299
184 291 299
185 294 299
186 293 299
187 297 299
188 292 299
189 296 299
190 294 299
191 293 299
192 293 299
193 295 299
194 292 299
195 293 299
196 296 299
197 292 299
198 294 299
199 293 299
200 295 299
201 297 299
202 294 299
203 297 299
204 294 299
205 297 299
206 294 299
207 293 299
208 296 299
209 295 299
210 294 299
211 294 299
212 294 299
213 292 299
214 294 299
215 292 299
216 299 299
217 292 299
218 295 299
219 294 299
220 294 299
221 296 299
222 294 299
223 297 299
224 296 299
225 294 299
226 294 299
227 297 299
228 293 299
229 292 299
230 296 299
231 297 299
232 299 299
233 293 299
234 295 299
235 295 299
236 296 299
237 293 299
238 295 299
239 293 299
240 296 299
241 294 299
242 297 299
243 292 299
244 293 299
245 294 299
246 296 299
247 294 299
248 294 299
249 297 299
250 295 299
251 296 299
252 295 299
253 296 299
254 296 299
255 297 299
256 294 299
257 295 299
258 291 299
259 293 299
260 294 299
261 293 299
262 294 299
263 297 299
264 295 299
265 295 299
266 293 299
267 296 299
268 295 299
269 295 299
270 294 299
271 295 299
272 294 299
273 296 299
274 293 299
275 292 299
276 296 299
277 296 299
278 294 299
279 294 299
280 294 299
281 295 299
282 295 299
283 296 299
284 291 299
285 295 299
286 296 299
287 296 299
288 294 299
289 294 299
290 294 299
291 295 299
292 296 299
293 295 299
294 296 299
295 292 299
296 293 299
297 293 299
298 293 299
299 294 299
300 295 299
301 295 299
302 296 299
303 296 299
304 294 299
305 295 299
306 293 299
307 295 299
308 295 299
309 296 299
310 294 299
311 295 299
312 296 299
313 294 299
314 297 299
315 294 299
316 295 299
317 293 299
318 294 299
319 295 299
320 296 299
321 294 299
322 294 299
323 294 299
324 294 299
325 294 299
326 295 299
327 295 299
328 296 299
329 295 299
330 292 299
331 293 299
332 293 299
333 296 299
334 292 299
335 295 299
336 295 299
337 297 299
338 294 299
339 296 299
340 294 299
341 298 299
342 294 299
343 295 299
344 291 299
345 294 299
