iter "mejor iteracion actual" "mejor encontrado"
0 201 194
1 208 201
2 215 208
3 221 215
4 226 221
5 231 226
6 236 231
7 241 236
8 245 241
9 249 245
10 253 249
11 257 253
12 260 257
13 263 260
14 266 263
15 269 266
16 272 269
17 275 272
18 277 275
19 279 277
20 281 279
21 283 281
22 285 283
23 287 285
24 289 287
25 291 289
26 292 291
27 293 292
28 294 293
29 295 294
30 295 295
31 295 295
32 296 295
33 297 296
34 297 297
35 297 297
36 297 297
37 298 297
38 297 298
39 297 298
40 297 298
41 297 298
42 296 298
43 296 298
44 296 298
45 297 298
46 298 298
47 297 298
48 296 298
49 296 298
50 296 298
51 296 298
52 297 298
53 296 298
54 297 298
55 297 298
56 296 298
57 296 298
58 296 298
59 296 298
60 295 298
61 295 298
62 295 298
63 294 298
64 296 298
65 295 298
66 295 298
67 296 298
68 295 298
69 294 298
70 294 298
71 294 298
72 294 298
73 293 298
74 293 298
75 295 298
76 295 298
77 295 298
78 295 298
79 295 298
80 295 298
81 295 298
82 295 298
83 294 298
84 294 298
85 294 298
86 295 298
87 295 298
88 296 298
89 295 298
90 295 298
91 295 298
92 296 298
93 296 298
94 296 298
95 296 298
96 297 298
97 296 298
98 296 298
99 296 298
100 296 298
101 296 298
102 296 298
103 297 298
104 296 298
105 296 298
106 296 298
107 296 298
108 296 298
109 296 298
110 295 298
111 295 298
112 295 298
113 295 298
114 295 298
115 295 298
116 294 298
117 295 298
118 295 298
119 294 298
120 293 298
121 293 298
122 294 298
123 293 298
124 294 298
125 294 298
126 294 298
127 294 298
128 295 298
129 295 298
130 295 298
131 295 298
132 296 298
133 296 298
134 296 298
135 297 298
136 296 298
137 297 298
138 297 298
139 296 298
140 295 298
141 294 298
142 293 298
143 293 298
144 294 298
145 294 298
146 295 298
147 295 298
148 294 298
149 294 298
150 294 298
151 293 298
152 293 298
153 294 298
154 295 298
155 294 298
156 294 298
157 295 298
158 295 298
159 296 298
160 296 298
161 295 298
162 295 298
163 294 298
164 293 298
165 294 298
166 293 298
167 294 298
168 294 298
169 294 298
170 293 298
171 293 298
172 293 298
173 294 298
174 294 298
175 293 298
176 292 298
177 291 298
178 291 298
179 292 298
180 292 298
181 292 298
182 293 298
183 292 298
184 292 298
185 293 298
186 293 298
187 292 298
188 292 298
189 293 298
190 294 298
191 294 298
192 294 298
193 295 298
194 295 298
195 295 298
196 296 298
197 296 298
198 296 298
199 296 298
200 297 298
201 297 298
202 297 298
203 296 298
204 296 298
205 296 298
206 296 298
207 296 298
208 295 298
209 294 298
210 293 298
211 293 298
212 293 298
213 292 298
214 292 298
215 292 298
216 293 298
217 293 298
218 294 298
219 295 298
220 295 298
221 295 298
222 295 298
223 295 298
224 294 298
225 295 298
226 295 298
227 295 298
228 295 298
229 296 298
230 296 298
231 295 298
232 296 298
233 296 298
234 296 298
235 296 298
236 297 298
237 297 298
238 297 298
239 297 298
240 297 298
241 298 298
242 298 298
243 298 298
244 297 298
245 296 298
246 295 298
247 295 298
248 295 298
249 294 298
250 294 298
251 294 298
252 294 298
253 295 298
254 295 298
255 295 298
256 294 298
257 293 298
258 294 298
259 294 298
260 294 298
261 295 298
262 296 298
263 295 298
264 294 298
265 295 298
266 295 298
267 295 298
268 296 298
269 296 298
270 296 298
271 296 298
272 295 298
273 295 298
274 295 298
275 295 298
276 295 298
277 295 298
278 295 298
279 295 298
280 295 298
281 294 298
282 294 298
283 294 298
284 294 298
285 295 298
286 295 298
287 296 298
288 296 298
289 295 298
290 294 298
