iter "mejor iteracion actual" "mejor encontrado"
0 439 439
1 437 439
2 438 439
3 437 439
4 441 441
5 442 442
6 437 442
7 438 442
8 434 442
9 434 442
10 435 442
11 434 442
12 444 444
13 440 444
14 439 444
15 438 444
16 439 444
17 438 444
18 436 444
19 443 444
20 435 444
21 436 444
22 435 444
23 438 444
24 436 444
25 444 444
26 435 444
27 438 444
28 441 444
29 434 444
30 438 444
31 439 444
32 439 444
33 439 444
34 437 444
35 445 445
36 438 445
37 434 445
38 439 445
39 434 445
40 441 445
41 439 445
42 436 445
43 438 445
44 439 445
45 438 445
46 439 445
47 436 445
48 435 445
49 435 445
50 437 445
51 436 445
52 438 445
53 434 445
54 437 445
55 442 445
56 444 445
57 439 445
58 435 445
59 436 445
60 434 445
61 434 445
62 436 445
63 439 445
64 439 445
65 437 445
66 432 445
67 437 445
68 440 445
69 439 445
70 440 445
71 432 445
72 434 445
73 434 445
74 436 445
75 436 445
76 437 445
77 438 445
