iter "mejor iteracion actual" "mejor encontrado"
0 439 439
1 439 439
2 439 439
3 440 440
4 439 440
5 441 441
6 443 443
7 441 443
8 440 443
9 434 443
10 438 443
11 438 443
12 437 443
13 439 443
14 440 443
15 444 444
16 443 444
17 440 444
18 435 444
19 438 444
20 439 444
21 438 444
22 442 444
23 440 444
24 437 444
25 436 444
26 440 444
27 440 444
28 435 444
29 436 444
30 442 444
31 442 444
32 438 444
33 436 444
34 439 444
35 439 444
36 440 444
37 439 444
38 437 444
39 441 444
40 438 444
41 436 444
42 440 444
43 440 444
44 439 444
45 440 444
46 441 444
47 436 444
48 439 444
49 440 444
50 442 444
51 439 444
52 443 444
53 441 444
54 436 444
55 440 444
56 437 444
57 440 444
58 441 444
59 437 444
60 438 444
61 441 444
62 435 444
63 444 444
64 441 444
65 436 444
66 439 444
67 438 444
68 438 444
69 438 444
70 434 444
71 443 444
72 438 444
73 444 444
74 439 444
75 441 444
76 435 444
77 437 444
78 438 444
79 441 444
80 443 444
81 439 444
82 438 444
83 441 444
84 440 444
85 443 444
86 444 444
87 441 444
88 435 444
89 440 444
90 436 444
91 441 444
92 441 444
93 439 444
94 437 444
95 442 444
96 438 444
97 439 444
98 439 444
99 438 444
100 440 444
101 435 444
102 437 444
103 438 444
104 442 444
105 445 445
106 442 445
107 440 445
108 438 445
109 444 445
110 439 445
111 439 445
112 439 445
113 438 445
114 438 445
115 436 445
116 439 445
117 437 445
118 441 445
119 440 445
120 438 445
121 439 445
122 441 445
123 441 445
124 435 445
125 437 445
126 441 445
127 439 445
128 439 445
129 437 445
130 437 445
131 442 445
132 439 445
133 438 445
134 441 445
135 438 445
136 436 445
137 438 445
138 441 445
139 438 445
140 440 445
141 436 445
142 441 445
143 439 445
144 441 445
145 440 445
146 440 445
147 437 445
148 441 445
149 434 445
150 442 445
151 440 445
152 441 445
153 440 445
154 436 445
155 443 445
156 439 445
157 443 445
158 435 445
159 438 445
160 442 445
161 437 445
162 430 445
163 436 445
164 439 445
165 437 445
166 435 445
167 438 445
168 440 445
169 433 445
170 438 445
171 437 445
