iter "mejor iteracion actual" "mejor encontrado"
0 295 295
1 296 296
2 297 297
3 294 297
4 294 297
5 294 297
6 295 297
7 296 297
8 292 297
9 295 297
10 295 297
11 296 297
12 294 297
13 291 297
14 297 297
15 294 297
16 293 297
17 296 297
18 290 297
19 296 297
20 292 297
21 294 297
22 294 297
23 293 297
24 295 297
25 291 297
26 294 297
27 296 297
28 295 297
29 295 297
30 296 297
31 294 297
32 294 297
33 296 297
34 295 297
35 295 297
36 294 297
37 292 297
38 296 297
39 295 297
40 294 297
41 292 297
42 293 297
43 296 297
44 293 297
45 295 297
46 295 297
47 292 297
48 296 297
49 294 297
50 295 297
51 297 297
52 293 297
53 295 297
54 291 297
55 291 297
56 299 299
57 297 299
58 297 299
59 293 299
60 291 299
61 297 299
62 294 299
63 293 299
64 293 299
65 295 299
66 295 299
67 295 299
68 294 299
69 295 299
70 294 299
71 296 299
72 297 299
73 292 299
74 290 299
75 295 299
76 297 299
77 295 299
78 292 299
79 294 299
80 294 299
81 296 299
82 293 299
83 295 299
84 295 299
85 297 299
86 292 299
87 294 299
88 294 299
89 293 299
90 294 299
91 295 299
92 294 299
93 294 299
94 293 299
95 293 299
96 292 299
97 295 299
98 293 299
99 291 299
100 292 299
101 295 299
102 294 299
103 294 299
104 294 299
105 295 299
106 294 299
107 295 299
108 295 299
109 295 299
110 293 299
111 296 299
112 294 299
113 292 299
114 291 299
115 296 299
116 292 299
117 294 299
118 293 299
119 296 299
120 293 299
121 294 299
122 291 299
123 293 299
124 295 299
125 297 299
126 294 299
127 296 299
128 293 299
129 297 299
130 294 299
131 295 299
132 292 299
133 292 299
134 294 299
135 295 299
136 297 299
137 296 299
138 292 299
139 294 299
140 294 299
141 292 299
142 294 299
143 296 299
144 296 299
145 291 299
146 293 299
147 295 299
148 294 299
149 295 299
150 295 299
151 296 299
152 294 299
153 292 299
154 296 299
155 294 299
156 295 299
157 296 299
158 297 299
159 292 299
160 296 299
161 295 299
162 293 299
163 294 299
164 297 299
165 297 299
166 297 299
167 296 299
168 292 299
169 295 299
170 292 299
171 293 299
172 297 299
173 294 299
174 298 299
175 294 299
176 295 299
177 295 299
178 297 299
179 296 299
180 293 299
181 292 299
182 297 299
183 295 299
184 295 299
185 298 299
186 293 299
187 295 299
188 296 299
189 293 299
190 296 299
191 293 299
192 295 299
193 294 299
194 294 299
195 295 299
196 291 299
197 294 299
198 295 299
199 295 299
200 291 299
201 294 299
202 295 299
203 294 299
204 291 299
205 293 299
206 294 299
207 290 299
208 294 299
209 295 299
210 293 299
211 294 299
212 293 299
213 295 299
214 294 299
215 292 299
216 294 299
217 296 299
218 293 299
219 293 299
220 295 299
221 296 299
222 294 299
223 293 299
224 297 299
225 295 299
226 296 299
227 294 299
228 295 299
229 293 299
230 292 299
231 295 299
232 292 299
233 293 299
234 295 299
235 293 299
236 296 299
237 293 299
238 294 299
239 299 299
240 295 299
241 293 299
242 293 299
243 296 299
244 295 299
245 293 299
246 296 299
247 296 299
248 297 299
249 293 299
250 293 299
251 296 299
252 294 299
253 295 299
254 295 299
255 296 299
256 292 299
257 295 299
258 293 299
259 292 299
260 293 299
261 295 299
262 296 299
263 294 299
264 293 299
265 295 299
266 294 299
267 296 299
268 295 299
269 295 299
270 295 299
271 298 299
272 291 299
273 296 299
274 295 299
275 293 299
276 293 299
277 294 299
278 296 299
279 294 299
280 293 299
281 295 299
282 294 299
283 295 299
284 295 299
285 297 299
286 293 299
287 294 299
288 296 299
289 294 299
290 294 299
291 293 299
292 296 299
293 294 299
294 293 299
295 292 299
296 297 299
297 298 299
298 291 299
299 296 299
300 296 299
301 294 299
302 296 299
303 294 299
304 297 299
305 296 299
306 296 299
307 295 299
308 294 299
309 293 299
310 296 299
311 296 299
312 294 299
313 294 299
314 297 299
315 293 299
316 293 299
317 294 299
318 297 299
319 298 299
320 298 299
321 293 299
322 294 299
323 294 299
324 291 299
325 294 299
326 295 299
327 296 299
328 293 299
329 297 299
330 293 299
331 294 299
332 292 299
333 299 299
334 297 299
335 296 299
336 295 299
337 293 299
338 294 299
339 293 299
340 294 299
341 294 299
342 292 299
343 290 299
344 291 299
345 295 299
346 293 299
347 292 299
348 292 299
349 294 299
